nombre,mandato,distrito,partido,acta,clausura,anulado,desafuero,fallece,otros,reemplazo,renuncia,reemplazo,no incorporo,vacante
"IBARRECHE, JULIO CESAR",1991-1995,Tucumán,FUERZA REPUBLICANA,,,,,,,,,,,
"ICART, DEMETRIO (S)",1860-1862,Entre Ríos,No consignado,,Clausura del Poder Legislativo en 1861 por la Confederación Argentina,,,,Suplente Parana,,,,,
"IDOMANICO, HUMBERTO",1952-1958,Santa Fe,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"IGARZABAL, BENJAMIN",1868-1872,Córdoba,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"IGARZABAL, ELOY J.DE",1912-1916,Córdoba,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IGARZABAL, PEDRO",1854-1856,Corrientes,No consignado,,,,,,Parana,,,,,
"IGARZABAL, PEDRO",1864-1868,Corrientes,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimiento de la elección",,,,,,,,,,
"IGARZABAL, PEDRO",1863-1864,Corrientes,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por la Legislatura provincial Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimi",,,,,,,,,,
"IGARZABAL, RAFAEL DE",1872-1876,San Juan,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"IGLESIAS VILLAR, TEOFILO",1983-1987,Buenos Aires,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IGLESIAS, EVARISTO CONSTANTINO",1989-1993,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"IGLESIAS, FERNANDO ADOLFO",2007-2011,Ciudad Autonoma de Buenos Aires,COALICION CIVICA,,,,,,,,,,,
"IGLESIAS, HERMINIO",1985-1989,Buenos Aires,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"IGLESIAS, ISRAEL",1963-1965,Capital Federal,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IGLESIAS, ROBERTO R.",2003-2007,Mendoza,UNION CIVICA RADICAL,,,,,,,,,,,
"ILARREGUI, LUIS ALFREDO",2005-2009,Buenos Aires,FRENTE PARA LA VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"ILLANES, J. ELOY",1936-1940,Córdoba,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"ILLIA, ARTURO UMBERTO",1948-1952,Córdoba,UNION CIVICA RADICAL,,,,,,,,,,,
"ILLIA, MARTIN ARTURO",1995-1999,Córdoba,UNION CIVICA RADICAL,,,,,Falleció el 03/06/1999,,Reemplazado por BERCOFF. MARIA GRACIELA,,,,
"IMBAUD, CARLOS ALFREDO",1973-1977,Tucumán,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"IMBELLONI, NORBERTO",1983-1985,Buenos Aires,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"INDA, GRACIELA ESTER",1997-2001,Capital Federal,UNION CIVICA RADICAL - ALIANZA,,,,,,,,,,,
"INDA, RUFINO",1932-1936,Buenos Aires,PARTIDO SOCIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"INFANTE, FAUSTINO",1938-1942,Santa Fe,UNION CIVICA RADICAL DE SANTA Fe,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"INGARAMO, EMILIO FeLIPE",1985-1989,Santa Fe,UNION CIVICA RADICAL,,,,,,,,,,,
"INGARAMO, EMILIO FeLIPE",1983-1985,Santa Fe,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"INGARAMO, VICENTE",1930-1934,Santa Fe,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"INGARAMO, VICENTE",1926-1930,Santa Fe,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"INGRAM, RODDY E.",2003-2007,Chubut,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"INSAURRALDE, LEOPOLDO S.",1960-1964,Santa Fe,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,,,,,,,,,
"INSFRAN, MIGUEL ANGEL",1999-2003,Formosa,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,,,,,
"INSUA, CARLOS RAUL",1973-1977,Buenos Aires,ACCION POPULAR FEDERALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"INSUA, CARLOS RAUL",1965-1969,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE);,,,,,,,,,
"INSUA, CARLOS RAUL",1962-1966,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos;,Comicio anulado 25/04/1962,,,,,,,,
"IÑIGO CARRERA, HECTOR",1942-1946,Capital Federal,PARTIDO SOCIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"IPARAGUIRRE, CARLOS RAUL",1999-2003,Santa Fe,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,,,,,
"IRAMAIN, BALTAZAR",1878-1882,Santiago del Estero,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"IRAMAIN, JUAN FRANCISCO",1884-1888,Santiago del Estero,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",,,,,,,,,,
"IRASTORZA, FERNANDO",1955-1961,Corrientes,No consignado,,,,,Falleció el 04/11/1954,No se incorporó,,,,,
"IRIARTE, MARIANO (S)",1859-1860,Jujuy,No consignado,,,,,,Suplente Parana,,,,,
"IRIBARNE, ALBERTO",1934-1936,Capital Federal,PARTIDO SOCIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IRIBARNE, ALBERTO",1932-1934,Capital Federal,PARTIDO SOCIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"IRIBARNE, ALBERTO JUAN BAUTISTA",1989-1993,Capital Federal,FRENTE JUSTICIALISTA de UNIDAD POPULAR,,,,,,,"Reemplazado por GIMENEZ REBORA, JOSE ADOLFO",,,,
"IRIBARREN, GUILLERMO",1942-1946,La Rioja,CONCORDANCIA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"IRIGOYEN, BERNARDO DE",1880-1884,Capital Federal,No consignado,,,,,,,,,,,
"IRIGOYEN, BERNARDO DE",1873-1874,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincialNota girada a esta Cámara por la Legislatura provincialNota girada a est",,,,,,,,,,
"IRIGOYEN, BERNARDO DE",1874-1878,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoNota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimiento de la elección",,,,,,"Reemplazado por CALVO, NICOLAS A.",,,,
"IRIGOYEN, CARLOS",1938-1942,Entre Ríos,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IRIGOYEN, IGNACIO DE",1904-1908,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincialNota girada a esta Cámara por la Legislatura provincial",,,,,,"Reemplazado por SALDIAS, ADOLFO",,,,
"IRIGOYEN, ROBERTO OSVALDO",1985-1989,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"IRIONDO, JOSE M. DE",1908-1912,Capital Federal,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"IRIONDO, MANUEL DE",1900-1904,Buenos Aires,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;,,,,,,,,,,
"IRIONDO, MANUEL DE",1904-1908,Capital Federal,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"IRIONDO, NESTOR DE",1916-1920,Santa Fe,UNION CIVICA RADICAL SITUACIONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IRIONDO, URBANO DE",1900-1904,Santa Fe,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,Falleció el 22/06/1902,,,,,,
"IRIONDO, URBANO DE",1890-1894,Santa Fe,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;",,,,,,,,,,
"IROS, JUAN",1942-1946,Córdoba,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
IRRAZABAL JUAN MANUEL,2007-2011,Misiones,FRENTE PARA LA VICTORIA,,,,,,,,,,,
IRRAZABAL JUAN MANUEL,2003-2007,Misiones,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"IRRAZABAL, LILIANA MARIA DEL CARMEN",1995-1999,Misiones,FRENTE JUSTICIALISTA POPULAR,,,,,,,,,,,
"ISEQUILLA, AMALIA",1995-1999,San Luis,MOVIMIENTO PROVINCIAL - ALIANZA FRENTE PARTIDO JUSTICIALISTA,,,,,,,,,,,
"ISLA DE SARACENI, CELIA ANITA",2001-2005,Misiones,PARTIDO JUSTICIALISTA - FRENTE PARA EL CAMBIO,,,,,,,,,,,
"ISLA, ROSAURA",1965-1969,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"ISNARDI, ARTURO",1918-1922,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"ITURBE, MIGUEL",1915-1918,Jujuy,PARTIDO PROVINCIAL,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"ITURBE, OCTAVIO",1910-1914,Jujuy,No consignado,,,,,,,,,,,
"ITURBE, OCTAVIO",1904-1908,Jujuy,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoNota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"ITURRALDE, PEDRO C.",1896-1900,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial Nota",,,,,,,,,,
"ITURRASPE CABOT, FEDERICO",1924-1928,Córdoba,UNION CIVICA RADICAL,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",,,,,,,,,,
"ITURRASPE, CARLOS ALBERTO DE",1946-1948,Buenos Aires,LABORISTA E INDEPENDIENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 13/11/1946,,,,,,
"ITURRASPE, IGNACIO B.",1925-1928,Santa Fe,RADICAL UNIFICADO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 12/04/1926,,,,,,
"ITURRASPE, NORA GRACIELA",2009-2013,Buenos Aires,ALIANZA NUEVO ENCUENTRO,,,,,,,,,,,
"ITURRE, CESAR E. DEL VALLE",1991-1995,Santiago del Estero,FRENTE de la CORRIENTE RENOVADORA,,,,,,,,,,,
"ITURRIETA, ANIBAL A.",1973-1977,Misiones,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,Reemplazado por BARRETO; HILARIO,,,,
"ITURRIETA, MIGUEL ANGEL",2005-2009,Misiones,FRENTE PARA LA VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"IZURIETA FOURQUET, AGUSTIN",1938-1940,Mendoza,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"IZZETA, GERONIMO MANUEL",1965-1969,Buenos Aires,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"JALIL, LUIS JULIAN",2001-2005,Neuquen,MOVIMIENTO POPULAR NEUQUINO,,,,,,,,,,,
"JALIL, LUIS JULIAN",1989-1993,Neuquen,MOVIMIENTO POPULAR NEUQUINO,,,,,,,,,,,
"JALILE, JOSE FELIX",1983-1985,Catamarca,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JANE, MIGUEL",1983-1987,Santa Fe,UNION CIVICA RADICAL,,,,,,,,,,,
"JANO, RICARDO J.",2003-2007,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"JARA MELAGRANI, UBALDO HORTENSIO",1960-1964,Chaco,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,,,,,,,,,
"JARA MELAGRANI, UBALDO HORTENSIO",1958-1960,Chaco,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"JARAMILLO, JOSE MARIA",1938-1942,La Rioja,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 23/04/1941,,,,,,
"JARAMILLO, JOSE MARIA",1916-1920,La Rioja,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"JARAMILLO, JOSE MARIA",1912-1916,La Rioja,DEMOCRATA NACIONAL,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento;",,,,,,,,,,
"JARDEL, ENRIQUE C.",1934-1938,Mendoza,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JAROSLAVSKY, CESAR",1987-1991,Entre Ríos,UNION CIVICA RADICAL,,,,,,,,,,,
"JAROSLAVSKY, CESAR",1983-1987,Entre Ríos,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JAROSLAVSKY, GRACIA MARIA",2001-2005,Entre Ríos,ALIANZA GRANDE,,,,,,,,,,,
"JAROSLAVSKY, MANUEL",1965-1969,Capital Federal,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"JARQUE, MARGARITA OFELIA",2001-2005,Buenos Aires,"ALIANZA por el TRABAJO, la JUSTICIA y la EDUCACION",,,,,,,,,,,
"JAUNARENA, JOSE HORACIO",1999-2003,Buenos Aires,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,"Reemplazado por CASTAÑAGA, GRACIELA I.",,,,
"JAUNARENA, JOSE HORACIO",1993-1997,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"JAUREGUIBERRY, LUIS",1940-1944,Entre Ríos,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"JAUREGUIBERRY, LUIS",1926-1930,Entre Ríos,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"JENEFES, GUILLERMO RAUL",1999-2003,Jujuy,ALIANZA CONCERTACION JUSTICIALISTA PARA EL CAMBIO,,,,,,,"Reemplazado por MOISES, JULIO C.",,,,
"JEREZ, ERNESTO",1915-1918,Santiago del Estero,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"JEREZ, ESTEBAN EDUARDO",2003-2007,Tucumán,RECREAR TUCUMAN,,,,,,,"Reemplazado por BULACIO, NANCY EVANGELINA",,,,
"JEREZ, EUSEBIA A.",2003-2007,Tucumán,FUERZA REPUBLICANA,,,,,,,,,,,
"JIMENEZ BELTRAN, DAMASO",1916-1920,Santiago del Estero,UNION DEMOCRATICA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JIMENEZ BELTRAN, DAMASO",1890-1894,Santiago del Estero,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;",,,,,,,,,,
"JIMENEZ, FRANCISCO JAVIER",1983-1985,Santiago del Estero,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JIMENEZ, MARIO",1940-1944,Capital Federal,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 14/04/1942,,,,,,
"JIMENEZ, MARIO",1936-1940,Capital Federal,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"JOBE, MIGUEL ANTONIO",1999-2003,Buenos Aires,UNIDAD BONAERENSE,,,,,,,,,,,
"JOFRE, EMILIO",,Mendoza,PARTIDO DEMOCRATA,,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"JOFRE, EMILIO",1963-1967,MENDOZA,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos;,,,,,,,,,
"JOFRE, HERNAN RAMON",1946-1948,Córdoba,UNION CIVICA RADICAL JUNTA RENOVADORA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JOGA, VICENTE BIENVENIDO",1995-1999,Formosa,FRENTE JUSTICIALISTA para la VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"JOHNSON, GUILLERMO ERNESTO",2001-2005,Córdoba,ACCION POR LA REPUBLICA - UNION POR Cordoba,,,,,,,,,,,
"JORNET, RAFAEL",1962-1966,Capital Federal,UNION POPULAR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,Comicio anulado 25/04/1962,,,,,,,,
"JUAREZ CELMAN, MIGUEL A.",1926-1930,Buenos Aires,PARTIDO CONSERVADOR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JUAREZ PEÑALVA, MIGUEL ANGEL",1958-1962,Tucumán,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"JUAREZ, CARLOS ARTURO",1965-1969,Santiago del Estero,TRES BANDERAS,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
